CATEGORY|DATE|BANK_NAME|ATM_CRM_ONSITE_NOS|ATM_CRM_OFFSITE_NOS|POS_NOS|MICRO_ATM_NOS|BHARAT_QR_CODES_NOS|UPI_QR_CODES_NOS|CREDIT_CARDS_NOS|DEBIT_CARDS_NOS|CREDIT_CARD_POS_TXN_VOLUME_NOS|CREDIT_CARD_POS_TXN_VALUE_AMT|CREDIT_CARD_ECOM_VOLUME_NOS|CREDIT_CARD_ECOM_VALUE_AMT|CREDIT_CARD_OTHERS_VOLUME_NOS|CREDIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS|CASH_WITHDRAWAL_ATM_VALUE_AMT|DEBIT_CARD_POS_TXN_VOLUME_NOS|DEBIT_CARD_POS_TXN_VALUE_AMT|DEBIT_CARD_ECOM_VOLUME_NOS|DEBIT_CARD_ECOM_VALUE_AMT|DEBIT_CARD_OTHERS_VOLUME_NOS|DEBIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS.1|CASH_WITHDRAWAL_ATM_VALUE_AMT.1|CASH_WITHDRAWAL_POS_VOLUME_NOS|CASH_WITHDRAWAL_POS_VALUE_AMT
Foreign Banks|2024-12-31|DBS INDIA BANK LTD|440|336|647|90|0|7414|508863|1739117|537559|2468444.0390500003|300166|2539123.85564|0|0.0|3162|9522.4|197333|517353.98497999785|95823|315569.5837099996|0|0.0|743589|3960853.783000033|0|0.0
Foreign Banks|2024-12-31|DEUTSCHE BANK LTD|13|2|0|0|0|8|0|104832|0|0.0|0|0.0|0|0.0|0|0.0|27883|99481.6084499999|13034|51964.567389999895|0|0.0|29911|184798.633|0|0.0
Foreign Banks|2024-12-31|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|22614|0|0.0|0|0.0|0|0.0|0|0.0|1000|3383.29885|240|431.41892|0|0.0|2248|13664.4|0|0.0
Foreign Banks|2024-12-31|HSBC LTD|46|27|0|0|0|0|801372|842628|1096494|4204871.553769904|1644977|15443400.952770906|0|0.0|3195|22257.74967|288260|1530967.42412|0|0.0|0|0.0|252444|1540881.53877|0|0.0
Foreign Banks|2024-12-31|KEB HANA BANK|1|0|0|0|0|0|0|1601|0|0.0|0|0.0|0|0.0|0|0.0|1126|4123.409|138|484.737|0|0.0|348|2304.7|0|0.0
Foreign Banks|2024-12-31|KOOKMIN BANK|0|0|0|0|0|0|0|481|0|0.0|0|0.0|0|0.0|0|0.0|614|2611.8478|230|452.39362|0|0.0|116|711.1|0|0.0
Foreign Banks|2024-12-31|SBM BANK INDIA LTD|0|0|0|0|0|0|693987|820325|225432|367722.46815000125|427934|957436.0668499996|0|0.0|7397|34097.35313|9276|26655.71275999999|7131|21420.42188|0|0.0|28748|86117.84778|0|0.0
Foreign Banks|2024-12-31|STANDARD CHARTERED BANK LTD|101|46|0|0|0|0|928039|1029810|1120394|4261298.957200252|1169801|6374806.011460783|0|0.0|2172|14377.3375|342183|1213448.8758100185|146949|599237.2237899988|37|706.479|612364|3271071.3218000005|0|0.0
Foreign Banks|2024-12-31|WOORI BANK|0|0|0|0|0|0|0|1282|0|0.0|0|0.0|0|0.0|0|0.0|2222|8017.420219999998|1046|2993.5390399999987|0|0.0|644|4807.3|0|0.0
Payment Banks|2024-12-31|AIRTEL PAYMENTS BANK|0|0|0|142289|0|2157842|0|5166271|0|0.0|0|0.0|0|0.0|0|0.0|52525|40135.34309999999|52725|112106.16025|0|0.0|357178|1458042.28761|0|0.0
Payment Banks|2024-12-31|FINO PAYMENTS BANK|0|0|0|445603|0|11246|0|10036287|0|0.0|0|0.0|0|0.0|0|0.0|132064|313722.179|10252|41459.73364|0|0.0|2171864|7357331.258|6|3.4
Payment Banks|2024-12-31|INDIA POST PAYMENTS BANK|0|0|0|196421|0|1685722|0|21861433|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|204691|93385.93111|0|0.0|0|0.0|0|0.0
Payment Banks|2024-12-31|JIO PAYMENTS BANK|0|0|0|0|0|6810|0|373897|0|0.0|0|0.0|0|0.0|0|0.0|13452|12229.65219|15850|30342.67949|1573|616.0720600000001|50148|187821.9|0|0.0
Payment Banks|2024-12-31|NSDL PAYMENTS BANK|0|0|0|308604|0|0|0|1350504|0|0.0|0|0.0|0|0.0|0|0.0|14286|21104.06225|47684|41236.19172|0|0.0|469985|1137297.85|0|0.0
Payment Banks|2024-12-31|PAYTM PAYMENTS BANK|0|0|0|0|0|0|0|30605276|0|0.0|0|0.0|0|0.0|0|0.0|123|102.85953|500|210.26269|0|0.0|151|412.1|0|0.0
Small Finance Banks|2024-12-31|AU SMALL FINANCE BANK LTD|668|6|0|843|0|339350|1030962|8833571|1016972|5594155.45067|1997732|8050608.11913|479|238.821|4347|26293.7|197729|556495.0240499944|195103|923456.1722799954|190|3053.315|1598964|8349838.797|132|132.0
Small Finance Banks|2024-12-31|CAPITAL SMALL FINANCE BANK LTD|185|2|0|0|0|0|0|235870|0|0.0|0|0.0|0|0.0|0|0.0|25044|82977.33277|2660|14202.82664|0|0.0|111892|661833.551|0|0.0
Small Finance Banks|2024-12-31|EQUITAS SMALL FINANCE BANK LTD|371|4|2793|331|54769|0|11|1423522|73|119.15536000000002|31|62.48009|0|0.0|7|4.3|111842|267289.10734|27500|135753.0242|0|0.0|1999779|5915522.73479|0|0.0
Small Finance Banks|2024-12-31|ESAF SMALL FINANCE BANK LTD|667|2|0|6274|0|0|47|5804134|67|203.13817|327|186.15303|0|0.0|0|0.0|146986|286827.33422999986|9472|30197.80469|0|0.0|839700|4019327.499|0|0.0
Small Finance Banks|2024-12-31|JANA SMALL FINANCE BANK LTD|58|2|0|122|0|503843|0|3653288|0|0.0|0|0.0|0|0.0|0|0.0|41673|90536.64631|7603|25103.48241|0|0.0|341543|1567548.72023|0|0.0
Small Finance Banks|2024-12-31|NORTH EAST SMALL FINANCE BANK LTD|17|1|0|0|0|0|0|379538|0|0.0|0|0.0|0|0.0|0|0.0|4179|6364.94553|1608|1704.3966799999998|0|0.0|143444|338138.5|46|37.512
Small Finance Banks|2024-12-31|SHIVALIK SMALL FINANCE BANK LTD|0|0|0|0|0|0|0|70234|0|0.0|0|0.0|0|0.0|0|0.0|2918|7333.517719999997|2095|10003.124649999996|0|0.0|25210|137463.92|0|0.0
Small Finance Banks|2024-12-31|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|17|828938|2|0.43|19|6.346|0|0.0|0|0.0|50906|57605.593|973|4055.732|0|0.0|69171|273058.335|0|0.0
Small Finance Banks|2024-12-31|UJJIVAN SMALL FINANCE BANK LTD|607|4|0|0|0|624349|0|7348988|0|0.0|0|0.0|0|0.0|0|0.0|141539|280875.46203999995|37149|128106.00558|0|0.0|2789698|10500820.437|11|7.901220000000001
Small Finance Banks|2024-12-31|UNITY SMALL FINANCE BANK LTD|180|0|0|0|0|0|0|59135|0|0.0|0|0.0|0|0.0|0|0.0|6884|12039.347900000015|497|2062.8778300000004|0|0.0|23826|92367.7|0|0.0
Small Finance Banks|2024-12-31|UTKARSH SMALL FINANCE BANK LTD|356|7|0|713|0|39171|66268|1688966|3074|5446.36036|18456|15852.26349|439519|73331.85702|146|142.5|27257|105237.88900000016|6817|64130.099469999885|9|178.0|241866|1438709.16807|0|0.0
Public Sector Banks|2024-11-30|BANK OF BARODA|8345|2343|45611|45458|20942|2231859|2895055|100618911|6197152|13088775.82111|2907778|15284398.73199|0|0.0|12890|64369.5|3235794|8123829.712660001|503140|2460103.6917499998|14|26.57|22467092|111001788.055|47|52.68723000000001
Public Sector Banks|2024-11-30|BANK OF INDIA|5337|2898|18163|19650|0|1209551|74236|39250483|135394|572554.5194899999|62143|297025.7318|0|0.0|9072|53557.71721|2212962|4941731.21789|476051|976469.67849|0|0.0|14533776|60253474.359|261|261.23
Public Sector Banks|2024-11-30|BANK OF MAHARASHTRA|2160|242|1397|3599|355014|923128|31303|14032269|43057|195147.703|17488|91421.47817000002|0|0.0|836|4066.3|1067283|2433320.33608|240364|581935.3992000001|4945|54122.69909|5484168|25800558.13577|0|0.0
Public Sector Banks|2024-11-30|CANARA BANK|8272|3818|74429|13177|0|3220187|992112|59065159|1025921|4118599.562080001|435699|2478724.82229|0|0.0|96293|545268.3|5560470|16286170.84321|915042|3626676.74176|3895|66868.9338|29851984|143888558.948|30|25.43
Public Sector Banks|2024-11-30|CENTRAL BANK OF INDIA|2857|1144|3301|2725|32980|1903853|0|27020639|0|0.0|0|0.0|0|0.0|0|0.0|1407443|3687397.81645|200557|731656.7013799999|0|0.0|8282128|38940300.626|3209|3290.536
Public Sector Banks|2024-11-30|INDIAN BANK|4613|609|20913|13224|0|2800370|280912|32975066|454171|2184505.5683000004|225326|1173556.94795|0|0.0|4492|34235.472|3161828|7976206.44914|594885|1338095.653|199|614.992|18712541|89199997.581|1450|1448.6
Public Sector Banks|2024-11-30|INDIAN OVERSEAS BANK|2762|738|0|0|0|424827|64120|20135678|68388|210459.42643|22251|83536.26155|0|0.0|2459|12269.81648|2122399|5010771.07066|410282|919516.31458|0|0.0|11565584|48701854.666|0|0.0
Public Sector Banks|2024-11-30|PUNJAB AND SIND BANK|1017|26|902|1614|1048|152401|0|3477037|0|0.0|0|0.0|0|0.0|0|0.0|295247|847362.86459|93192|243378.67767|0|0.0|1370925|6867867.6|0|0.0
Public Sector Banks|2024-11-30|PUNJAB NATIONAL BANK|7799|4216|34117|0|670904|641779|564186|40818142|355849|1577894.73348|258006|1453720.40115|2|135.0|7062|22156.25|4004350|11022435.44135|1124765|2814986.1298200004|0|0.0|24133331|124716879.36212|0|0.0
Public Sector Banks|2024-11-30|STATE BANK OF INDIA|26037|37787|1490016|46348|966460|4446017|20038207|236104368|25284366|104122002.46364008|40085585|147807097.31222013|0|0.0|132268|556813.75463|30051084|77153058.11371|6583474|18576028.54374|812|11573.34176|153221164|807129000.0|17149|15876.12425
Public Sector Banks|2024-11-30|UCO BANK|2246|228|10904|3568|262|1191881|0|12426924|0|0.0|0|0.0|0|0.0|0|0.0|852142|2296321.8897100003|291841|693053.39771|494|8801.740099999999|6117106|28760254.63673|214|216.77990000000003
Public Sector Banks|2024-11-30|UNION BANK OF INDIA|7032|1368|48721|8021|299440|287299|599568|56625362|604556|2707673.746070001|1589544|3185606.07461|0|0.0|10170|44851.625810000005|4394914|10376224.867599998|1686717|3570501.35321|2954|11313.314879999998|42200692|127944214.489|1098|4684.855
Private Sector Banks|2024-11-30|AXIS BANK LTD|6482|8004|1920867|369|647830|94646432|14731919|38956267|32639003|92369274.99776009|24821342|106732047.67538984|0|0.0|74032|363425.2|4448481|15736783.850410048|1933655|10259963.11647|11930|304572.822|17262629|110525983.86265|0|0.0
Private Sector Banks|2024-11-30|BANDHAN BANK LTD|433|5|64986|0|15842|0|0|6500516|0|0.0|0|0.0|0|0.0|0|0.0|232715|801809.16948|73009|365750.90826|0|0.0|2273267|12690346.623|55|53.1
Private Sector Banks|2024-11-30|CITY UNION BANK LTD.|1172|519|7296|91935|0|73872|28021|2949019|50318|218934.78052|21943|226379.28058|0|0.0|259|1360.5|440808|1322631.19446|35582|112257.05241|0|0.0|2255915|12538655.48596|0|0.0
Private Sector Banks|2024-11-30|CSB BANK LTD.|728|44|0|0|15587|0|148121|908674|247239|747595.728210001|1306132|1462206.009069991|0|0.0|0|0.0|144252|309506.43889|8696|33120.08625|0|0.0|421587|2106095.3|1|2.0
Private Sector Banks|2024-11-30|DCB BANK LTD|425|5|7987|0|16778|0|28|934523|38|65.42528|9|87.83119|0|0.0|0|0.0|74308|251854.38391|41807|156887.81687|244|6929.725|286747|1570400.714|0|0.0
Private Sector Banks|2024-11-30|DHANALAXMI BANK LTD|241|39|1407|0|0|36195|12919|570465|25277|60023.16682|6447|27342.63903|1|507.37|284|1013.05|137495|271448.8489900001|6059|13731.63424|0|0.0|423577|1840756.23822|0|0.0
Private Sector Banks|2024-11-30|FEDERAL BANK LTD|1732|313|20735|0|0|5673755|1075106|13902426|2333878|6736501.32|1599893|8543723.81656|0|0.0|5379|24987.9|2644535|6859918.785|1128690|3962640.456|2829|40543.752|7634414|38548304.272|48|48.0
Private Sector Banks|2024-11-30|HDFC BANK LTD|12174|8606|1685393|2412|2225708|782433|22833425|57889333|71420787|174176347.28417993|31999019|281386558.63023|0|0.0|193348|1261931.271|9629053|38462137.69347999|6692247|32917953.86912|65983|979888.44332|32933432|221123285.993|2670|2729.882
Private Sector Banks|2024-11-30|ICICI BANK LTD|10081|6105|1715503|6223|596021|3663808|17751518|31734549|18634816|100669405.61378048|54344866|216210506.78091887|78|4106.87|65356|329174.184|5530047|24729603.67081985|3324682|19549518.556159988|5810|129211.6242|14714595|106733159.635|2|2.0
Private Sector Banks|2024-11-30|IDBI BANK LTD|2366|867|13559|1114|17|343673|39915|12107072|72720|304275.99034|60566|228438.90433|0|0.0|584|3382.4|1054457|2644713.059019988|213214|636641.2911699975|0|0.0|4858521|24648840.07195|236|190.0102
Private Sector Banks|2024-11-30|IDFC FIRST BANK LTD|910|294|43996|7685|0|112728|3211850|6742982|9714116|18194012.29|2224400|14940278.678|0|0.0|25930|121684.9|597668|2060295.38627|257372|2872351.74183|0|0.0|3530987|18439935.809|0|0.0
Private Sector Banks|2024-11-30|INDUSIND BANK LTD|1916|1113|251195|141|59714|7001122|3081902|11231571|3936635|53796081.262|7248595|34008666.738|0|0.0|22296|119721.593|686323|2128488.676|521432|2655071.799|911|58499.78326|3708717|22428094.568123|0|0.0
Private Sector Banks|2024-11-30|JAMMU AND KASHMIR BANK LTD|947|632|14343|942|0|570233|124706|4712802|183774|1655614.00189|97347|368862.84489000007|0|0.0|9719|41363.86736|853224|2363603.3668100005|920613|645642.9622999999|0|0.0|5309730|29720583.848|0|0.0
Private Sector Banks|2024-11-30|KARNATAKA BANK LTD|940|565|10705|0|0|107080|0|5484617|0|0.0|0|0.0|0|0.0|0|0.0|731742|1531645.1823100003|52506|163532.62547|0|0.0|3673249|17658043.481|0|0.0
Private Sector Banks|2024-11-30|KARUR VYSYA BANK LTD|1482|714|2770|0|0|44536|10170|5062289|23802|163486.30437|9867|134814.75042|0|0.0|671|5150.5|864200|2366520.6949|135514|610047.12997|0|0.0|3879460|19228458.12905|0|0.0
Private Sector Banks|2024-11-30|KOTAK MAHINDRA BANK LTD|1867|1453|79477|0|134320|666698|5094515|34856409|11334736|26183288.39151|4034810|35219042.6493|0|0.0|27497|135121.55716|1834998|5084034.616|1585241|4917902.207|0|0.0|10058219|50793925.74610001|0|0.0
Private Sector Banks|2024-11-30|NAINITAL BANK LTD|0|0|0|0|0|0|0|281620|0|0.0|0|0.0|0|0.0|0|0.0|13701|30124.248|4242|12160.017|0|0.0|64815|324989.5|0|0.0
Private Sector Banks|2024-11-30|RBL BANK LTD|373|35|1956988|0|3429|137631|5108342|1583291|5257721|28634390.3992|4892318|39240024.62874|0|0.0|35993|152701.05024|147301|464320.725|93343|634787.7343400001|67|4345.56646|507713|2669443.133|0|0.0
Private Sector Banks|2024-11-30|SOUTH INDIAN BANK|910|370|13764|0|38599|98950|388917|3803247|620377|2375724.70591|613851|3819472.90044|0|0.0|0|0.0|933775|2447617.0652|163712|752781.96658|0|0.0|2769783|13874074.32678|0|0.0
Private Sector Banks|2024-11-30|TAMILNAD MERCANTILE BANK LTD|509|653|2347|0|0|165823|33215|2359503|38682|185402.97252|15778|102040.95186000002|0|0.0|1778|7657.62044|357803|951666.84284|28172|118377.53906|81|225.027|4519205|20827209.2|0|0.0
Private Sector Banks|2024-11-30|YES BANK LTD|1167|162|76243|95036|205953|487168588|2372897|5207215|7502664|15846835.841730002|1043995|12284836.33671|0|0.0|15974|82118.5|509394|1535246.3873700076|140333|890953.9141099954|48|610.937|2083016|12985327.829|240|240.0
Foreign Banks|2024-11-30|AMERICAN EXPRESS BANKING CORPORATION|0|0|49448|0|0|0|1426449|0|1554279|14195333.114|4524108|42746543.408|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-11-30|BANK OF AMERICA|0|0|0|0|0|0|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-11-30|BANK OF BAHRAIN & KUWAIT B.S.C.|0|0|0|0|0|0|0|780|0|0.0|0|0.0|0|0.0|0|0.0|1051|2678.56363|69|1244.13365|0|0.0|1370|6884.8|0|0.0
Foreign Banks|2024-11-30|BARCLAYS BANK PLC|0|0|0|0|1|0|0|771|0|0.0|0|0.0|0|0.0|0|0.0|62|173.94512|0|0.0|0|0.0|463|4333.0|0|0.0
Foreign Banks|2024-11-30|CITI BANK|0|0|0|0|0|0|220699|0|139168|962737.5834|261874|4635455.534|0|0.0|465|3925.3|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-11-30|DBS INDIA BANK LTD|440|340|642|90|0|7259|522388|1731706|532587|2397684.08273985|273677|2222090.32384995|0|0.0|3506|10366.9|183193|480765.4228|123370|383701.18717|0|0.0|726567|3920768.925|0|0.0
Foreign Banks|2024-11-30|DEUTSCHE BANK LTD|13|2|0|0|0|3|0|106125|0|0.0|0|0.0|0|0.0|0|0.0|23639|83469.70959999981|11890|44907.80186000005|0|0.0|26994|164751.615|0|0.0
Foreign Banks|2024-11-30|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|22543|0|0.0|0|0.0|0|0.0|0|0.0|801|3052.91331|183|315.9272|0|0.0|1942|11621.7|0|0.0
Foreign Banks|2024-11-30|HSBC LTD|46|27|0|0|0|0|801372|827136|951603|3698991.980869881|1480554|18048287.25232083|0|0.0|2512|16318.966440000002|257704|1313032.62159999|0|0.0|0|0.0|237115|1445515.7001800002|0|0.0
Foreign Banks|2024-11-30|KEB HANA BANK|1|0|0|0|0|0|0|1593|0|0.0|0|0.0|0|0.0|0|0.0|1070|3668.752|138|245.749|0|0.0|371|2482.0|0|0.0
Foreign Banks|2024-11-30|KOOKMIN BANK|1|0|0|0|0|0|0|462|0|0.0|0|0.0|0|0.0|0|0.0|613|2121.49499|181|939.40674|0|0.0|90|617.2|0|0.0
Foreign Banks|2024-11-30|SBM BANK INDIA LTD|0|0|0|0|0|0|658637|815677|216891|346211.8055300012|398959|881748.5920799994|0|0.0|7019|30871.60315|8357|22304.66505|7136|22319.73653|0|0.0|27660|84129.31663|0|0.0
Foreign Banks|2024-11-30|STANDARD CHARTERED BANK LTD|102|47|0|0|0|0|962735|1033131|1023911|3849140.446020286|1099852|5740140.673880801|0|0.0|2337|16038.27615|304748|1109950.4918499857|142350|575539.6769600079|26|423.8|587561|3141826.1886799983|0|0.0
Foreign Banks|2024-11-30|WOORI BANK|0|0|0|0|0|0|0|1265|0|0.0|0|0.0|0|0.0|0|0.0|2193|7481.171070000008|1064|2823.010239999999|0|0.0|831|6026.6|0|0.0
Payment Banks|2024-11-30|AIRTEL PAYMENTS BANK|0|0|0|140328|0|2372471|0|4956304|0|0.0|0|0.0|0|0.0|0|0.0|45080|34624.94232|161644|288317.61741|0|0.0|323351|1378029.75262|0|0.0
Payment Banks|2024-11-30|FINO PAYMENTS BANK|0|0|0|443315|0|11281|0|9988127|0|0.0|0|0.0|0|0.0|0|0.0|124695|285688.00014|8741|24709.70788|0|0.0|2083729|6947058.595|6|4.6
Payment Banks|2024-11-30|INDIA POST PAYMENTS BANK|0|0|0|195907|0|1469680|0|21156486|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|170375|71135.96414|0|0.0|0|0.0|0|0.0
Payment Banks|2024-11-30|JIO PAYMENTS BANK|0|0|0|0|0|2807|0|333757|0|0.0|0|0.0|0|0.0|0|0.0|13019|11011.37487|13800|24221.12511|1551|455.46608|48431|180415.2|0|0.0
Payment Banks|2024-11-30|NSDL PAYMENTS BANK|0|0|0|292302|0|0|0|1294789|0|0.0|0|0.0|0|0.0|0|0.0|14034|22115.13123|48873|42274.96465|0|0.0|438785|1134019.25|0|0.0
Payment Banks|2024-11-30|PAYTM PAYMENTS BANK|0|0|0|0|0|0|0|30608105|0|0.0|0|0.0|0|0.0|0|0.0|149|180.94868|650|192.44658|0|0.0|175|404.0|0|0.0
Small Finance Banks|2024-11-30|AU SMALL FINANCE BANK LTD|670|6|0|843|0|336695|1032988|8747178|977255|5785038.619179999|1866249|9545696.40235|882|411.018|4557|29166.6|181508|510682.4874099974|186032|863066.4260199937|148|2245.343|1438388|7571886.865|180|180.0
Small Finance Banks|2024-11-30|CAPITAL SMALL FINANCE BANK LTD|182|2|0|0|0|0|0|239529|0|0.0|0|0.0|0|0.0|0|0.0|26760|107187.6992|2996|18256.1638|0|0.0|115593|704532.047|0|0.0
Small Finance Banks|2024-11-30|EQUITAS SMALL FINANCE BANK LTD|369|4|2747|328|52842|0|0|1536319|0|0.0|0|0.0|0|0.0|0|0.0|106856|266068.22116|28824|114236.88689|0|0.0|1932805|5533872.669|0|0.0
Small Finance Banks|2024-11-30|ESAF SMALL FINANCE BANK LTD|664|2|0|6081|0|0|49|5787404|55|100.32474|187|108.89615|0|0.0|0|0.0|142261|261531.93202000004|10173|27868.0656|0|0.0|820079|3961926.185|0|0.0
Small Finance Banks|2024-11-30|JANA SMALL FINANCE BANK LTD|59|2|0|130|0|503076|0|3612297|0|0.0|0|0.0|0|0.0|0|0.0|38294|83484.09517|7368|24216.83186|0|0.0|307617|1386680.05282|0|0.0
Small Finance Banks|2024-11-30|NORTH EAST SMALL FINANCE BANK LTD|17|1|0|0|0|0|0|375669|0|0.0|0|0.0|0|0.0|0|0.0|4573|6638.36|1677|1620.53702|0|0.0|130011|292405.7|23|41.33
Small Finance Banks|2024-11-30|SHIVALIK SMALL FINANCE BANK LTD|0|0|0|0|0|0|0|69493|0|0.0|0|0.0|0|0.0|0|0.0|3049|7175.004300000002|2182|9017.567580000004|0|0.0|23738|128249.81|0|0.0
Small Finance Banks|2024-11-30|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|0|820987|0|0.0|0|0.0|0|0.0|0|0.0|48043|54140.348|799|2676.918|0|0.0|67962|267100.149|0|0.0
Small Finance Banks|2024-11-30|UJJIVAN SMALL FINANCE BANK LTD|607|4|0|0|0|623361|0|7490221|0|0.0|0|0.0|0|0.0|0|0.0|137070|283688.97273000004|38216|126395.90385|0|0.0|2765333|10583851.828|1|1.65
Small Finance Banks|2024-11-30|UNITY SMALL FINANCE BANK LTD|174|0|0|0|0|0|0|51656|0|0.0|0|0.0|0|0.0|0|0.0|6942|11892.09463|450|1161.71185|0|0.0|21383|83445.2|0|0.0
Small Finance Banks|2024-11-30|UTKARSH SMALL FINANCE BANK LTD|349|7|0|690|0|38880|27208|1700102|835|4201.69735|6093|6775.911149999999|144211|24894.66603|7|23.2|25452|73856.64232999993|12158|165793.64569000053|15|321.9|223067|1282411.26839|0|0.0
Public Sector Banks|2024-01-31|BANK OF BARODA|8407|2621|35956|45227|11954|1642216|2300723|94000243|2286393|8363566.59339|2353854|14642361.53359|0|0.0|15840|73367.3|4268370|9599386.36173|754223|3295029.9138900014|6|13.3|24810278|119878790.051|412|413.015
Public Sector Banks|2024-01-31|BANK OF INDIA|5328|2900|43023|17693|0|991326|74400|47396297|155674|568015.7667800001|67924|312987.00935|0|0.0|10164|61194.09102|2944860|6054878.2058500005|930682|1592588.12|0|0.0|16108478|65713448.551|2554|2547.865
Public Sector Banks|2024-01-31|BANK OF MAHARASHTRA|1977|300|1785|1879|355014|923725|32995|13616903|54016|233043.66612|20058|117288.99817999998|0|0.0|927|4341.641519999999|1360304|2341296.24011|421590|741243.9229400001|6672|73328.25666|6128894|26622911.1241|0|0.0
Public Sector Banks|2024-01-31|CANARA BANK|8131|3960|72047|13427|1|2030488|938914|57413339|995475|3580662.32629|448596|2332085.555|0|0.0|92909|508696.2|6951817|17563468.811659995|1319266|4269170.76111|3927|60718.36|33196988|156296217.281|586|460.801
Public Sector Banks|2024-01-31|CENTRAL BANK OF INDIA|2857|1058|2792|9254|6702|1235590|0|28716820|0|0.0|0|0.0|0|0.0|0|0.0|1468506|3817061.013|516494|1281249.861|0|0.0|8801775|40814215.551|4181|4361.02
Public Sector Banks|2024-01-31|INDIAN BANK|4310|599|21791|11074|0|3039310|199110|32192588|158006|631446.56774|84041|645864.80105|0|0.0|4438|31526.43|3644297|8216572.766849998|1075213|2331377.74314|3324|53738.91553|20032288|92816483.12956|16480|16442.315
Public Sector Banks|2024-01-31|INDIAN OVERSEAS BANK|2774|732|0|0|0|344684|82413|17885133|71176|198633.63801|19793|73284.47088|0|0.0|2621|11918.9286|2584469|5678280.616649999|582354|1333212.44742|0|0.0|11780155|49419385.56814|0|0.0
Public Sector Banks|2024-01-31|PUNJAB AND SIND BANK|949|26|600|194|748|108713|0|4088307|0|0.0|0|0.0|0|0.0|0|0.0|366464|943406.88747|197979|575174.08338|0|0.0|1492197|7169831.6|0|0.0
Public Sector Banks|2024-01-31|PUNJAB NATIONAL BANK|7860|4385|39090|11265|663102|545232|532834|40196231|672626|2887235.62472|244225|1298447.74867|2|128.0|10623|28831.81136|4794978|12165174.06312|1830723|4657655.37142|0|0.0|25567248|129046011.11117|0|0.0
Public Sector Banks|2024-01-31|STATE BANK OF INDIA|25232|39236|1282632|53227|856911|3496334|18605888|227138869|27053060|95915210.35776994|27782169|211023112.96215987|0|0.0|134042|535187.27273|36066509|84960418.30093|9298107|24740021.71413|1193|17267.76205|166575231|851007887.2856|22782|20925.62141
Public Sector Banks|2024-01-31|UCO BANK|2251|227|11024|3568|642|976721|0|12894009|0|0.0|0|0.0|0|0.0|0|0.0|1496032|3406002.00515|281358|799214.7942100001|857|15120.8865|6717253|30700032.71362|548|548.39036
Public Sector Banks|2024-01-31|UNION BANK OF INDIA|7827|2226|39174|8004|231678|281812|804755|54538892|898346|3587612.141|1440926|3321999.271|0|0.0|26270|133368.198|5846949|12694401.6|2936630|5943843.86188|2939|11477.80902|47020129|140904930.23499|7864|7002.337729999997
Private Sector Banks|2024-01-31|AXIS BANK LTD|6168|9780|1665417|728|728874|75279432|13753510|34349969|29484679|86632505.32534002|23843255|116422047.48537008|0|0.0|84017|376874.908|6247003|18452694.775610007|2874831|14641690.946410004|15018|396683.21964000014|19219239|121966705.90891|0|0.0
Private Sector Banks|2024-01-31|BANDHAN BANK LTD|433|5|53743|0|0|0|0|5886983|0|0.0|0|0.0|0|0.0|0|0.0|309927|921294.2216100002|116976|410123.25997000025|0|0.0|2308092|12687288.7|2294|2287.6
Private Sector Banks|2024-01-31|CITY UNION BANK LTD.|1123|541|6476|59930|0|67062|27814|2739355|57778|223646.59104|24480|193893.84448|0|0.0|362|1642.6|436812|1126653.67895|49554|142324.3593|0|0.0|2481444|13211731.794279998|0|0.0
Private Sector Banks|2024-01-31|CSB BANK LTD.|594|51|0|0|10302|0|65439|870762|112721|488218.4428|106719|1035193.527|0|0.0|0|0.0|188000|393290.35829|16317|57374.67082|4|15.0|462050|2256820.5|0|0.0
Private Sector Banks|2024-01-31|DCB BANK LTD|412|5|8133|0|11234|0|0|825086|0|0.0|0|0.0|0|0.0|0|0.0|113193|330420.11018|12468|58614.05248|274|7756.365|408302|1485635.02622|0|0.0
Private Sector Banks|2024-01-31|DHANALAKSHMI BANK LTD|239|41|1617|0|0|32148|11167|539211|24698|57660.33209|6538|27541.65752|0|0.0|254|879.5|174155|330338.11996000004|6359|16401.309350000003|0|0.0|461931|2038173.47895|0|0.0
Private Sector Banks|2024-01-31|FEDERAL BANK LTD|1639|330|19743|944|6130|4849424|925755|13398007|1670474|5187761.062|2046970|10840089.77752|0|0.0|4293|20212.48663|3676675|8477999.875|1432889|5020240.938|2613|37457.998|8628158|43363684.433|77|68.6
